race_geo,annual_inc,int_rate,dti,zip_code,overall_accuracy,overall_auc,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,equalized_odds,predicted_parity,White alone_fraction_given,White alone_fraction_given_original,Black or African American alone_fraction_given,Black or African American alone_fraction_given_original,American Indian and Alaska Native alone_fraction_given,American Indian and Alaska Native alone_fraction_given_original,Asian alone_fraction_given,Asian alone_fraction_given_original,Native Hawaiian and Other Pacific Islander alone_fraction_given,Native Hawaiian and Other Pacific Islander alone_fraction_given_original,Some other race alone_fraction_given,Some other race alone_fraction_given_original,Two or more races_fraction_given,Two or more races_fraction_given_original
1,1,1,4,3,0.74,0.479801559177888,0.753968253968254,0.5714285714285714,,1.0,1.0,0.5714285714285714,0.76,0.35,0.0,0.873015873015873,0.8809523809523809,0.8571428571428571,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.92,0.76
1,1,1,4,4,0.69,0.46766477675407514,0.6984126984126984,0.47619047619047616,,0.9230769230769231,1.0,0.6428571428571429,0.72,0.40865384615384615,0.5740740740740741,0.7857142857142857,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.72,0.76
1,1,2,1,1,0.775,0.4587172218284904,0.8015873015873016,0.6190476190476191,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.95,1.0,0.9206349206349206,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.9285714285714286,0.7142857142857143,1.0,0.76
1,1,2,1,2,0.83,0.45871722182849045,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,1,2,1,3,0.74,0.436392629340893,0.7698412698412699,0.5238095238095238,,0.8461538461538461,1.0,0.7142857142857143,0.72,0.6346153846153846,0.5,0.8888888888888888,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.72,0.76
1,1,2,1,4,0.715,0.45216158752657687,0.7301587301587301,0.5714285714285714,,0.9230769230769231,1.0,0.5,0.76,0.2833333333333333,0.5476190476190477,0.8333333333333334,0.8809523809523809,0.8571428571428571,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5,0.7142857142857143,0.68,0.76
1,1,2,2,1,0.785,0.4340007087172218,0.8095238095238095,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.825,0.5,0.9285714285714286,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.76
1,1,2,2,2,0.83,0.40662650602409633,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,1,2,2,3,0.745,0.4292168674698795,0.7698412698412699,0.5714285714285714,,0.8461538461538461,1.0,0.6428571428571429,0.76,0.6,0.5,0.873015873015873,0.8809523809523809,0.8571428571428571,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.84,0.76
1,1,2,2,4,0.715,0.45225017717930555,0.7301587301587301,0.5238095238095238,,0.9230769230769231,1.0,0.5,0.8,0.2833333333333333,0.4761904761904763,0.8333333333333334,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5,0.7142857142857143,0.72,0.76
1,1,2,3,1,0.79,0.47625797306874557,0.8174603174603174,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.825,0.5,0.9365079365079365,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.76
1,1,2,3,2,0.83,0.46420978029766125,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,1,2,3,3,0.74,0.4475549255846917,0.7777777777777778,0.5238095238095238,,0.8461538461538461,1.0,0.6428571428571429,0.72,0.6,0.6,0.8968253968253969,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.8,0.76
1,1,2,3,4,0.7,0.45614812189936216,0.7142857142857143,0.5238095238095238,,0.9230769230769231,1.0,0.5,0.76,0.2833333333333333,0.5434782608695652,0.8174603174603174,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5,0.7142857142857143,0.68,0.76
1,1,2,4,1,0.755,0.4737774627923459,0.7619047619047619,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.8074324324324325,0.5,0.8809523809523809,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.76
1,1,2,4,2,0.785,0.45960311835577605,0.8095238095238095,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.9594594594594594,,0.9285714285714286,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,1,2,4,3,0.725,0.46332388377037564,0.7301587301587301,0.5238095238095238,,1.0,1.0,0.5714285714285714,0.8,0.35,0.0,0.8492063492063492,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.96,0.76
1,1,2,4,4,0.675,0.46270375620127574,0.6904761904761905,0.47619047619047616,,0.9230769230769231,1.0,0.5714285714285714,0.68,0.36250000000000004,0.5714285714285714,0.7777777777777778,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5714285714285714,0.7142857142857143,0.68,0.76
1,1,3,1,1,0.775,0.5591778880226789,0.8015873015873016,0.5714285714285714,,0.9230769230769231,1.0,0.6428571428571429,0.8,0.8666666666666667,0.0,0.9206349206349206,0.8809523809523809,0.9523809523809523,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.9285714285714286,0.7142857142857143,0.96,0.76
1,1,3,1,2,0.835,0.6197732104890149,0.873015873015873,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.84,0.8243243243243243,0.33333333333333326,0.9761904761904762,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,0.92,0.76
1,1,3,1,3,0.74,0.4684620836286322,0.7619047619047619,0.5238095238095238,,0.9230769230769231,1.0,0.7142857142857143,0.72,0.6346153846153846,0.5,0.8809523809523809,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.72,0.76
1,1,3,1,4,0.715,0.47678951098511696,0.7301587301587301,0.5238095238095238,,0.9230769230769231,1.0,0.6428571428571429,0.72,0.3833333333333333,0.5476190476190477,0.8333333333333334,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.72,0.76
1,1,3,2,1,0.77,0.5600637845499645,0.8015873015873016,0.5714285714285714,,0.9230769230769231,1.0,0.5714285714285714,0.8,0.8166666666666667,0.0,0.9206349206349206,0.8809523809523809,0.9523809523809523,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,0.96,0.76
1,1,3,2,2,0.855,0.6330616583982991,0.9047619047619048,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.84,0.7948717948717949,0.5,0.9761904761904762,0.8809523809523809,0.9047619047619048,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,0.92,0.76
1,1,3,2,3,0.745,0.4769666902905741,0.7698412698412699,0.5238095238095238,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.6,0.5,0.873015873015873,0.8809523809523809,0.9047619047619048,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.84,0.76
1,1,3,2,4,0.72,0.4826364280652019,0.753968253968254,0.47619047619047616,,0.9230769230769231,1.0,0.5714285714285714,0.72,0.33333333333333326,0.5555555555555556,0.8571428571428571,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5714285714285714,0.7142857142857143,0.72,0.76
1,1,3,3,1,0.795,0.5480155917788803,0.8253968253968254,0.6190476190476191,,0.9230769230769231,1.0,0.6428571428571429,0.8,0.8666666666666667,0.0,0.9285714285714286,0.8809523809523809,0.9047619047619048,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.9285714285714286,0.7142857142857143,0.96,0.76
1,1,3,3,2,0.84,0.5737065910701631,0.8809523809523809,0.6666666666666666,,0.9230769230769231,1.0,0.7142857142857143,0.8,0.9076576576576576,0.5,0.9682539682539683,0.8809523809523809,0.9523809523809523,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,0.96,0.76
1,1,3,3,3,0.75,0.48121899362154497,0.7619047619047619,0.5714285714285714,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.6346153846153846,0.5,0.8809523809523809,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.84,0.76
1,1,3,3,4,0.72,0.47510630758327427,0.7301587301587301,0.5238095238095238,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.37948717948717947,0.5476190476190477,0.8333333333333334,0.8809523809523809,0.7142857142857143,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.76,0.76
1,1,3,4,1,0.775,0.5522678951098511,0.8015873015873016,0.5714285714285714,,0.9230769230769231,1.0,0.6428571428571429,0.8,0.8626126126126126,0.0,0.8888888888888888,0.8809523809523809,0.9523809523809523,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.9285714285714286,0.7142857142857143,0.96,0.76
1,1,3,4,2,0.825,0.5427002126151664,0.8650793650793651,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.8,0.8774774774774775,0.375,0.9365079365079365,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,0.96,0.76
1,1,3,4,3,0.745,0.4930900070871722,0.753968253968254,0.5238095238095238,,1.0,1.0,0.6428571428571429,0.8,0.4179487179487179,0.05555555555555558,0.8571428571428571,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.7857142857142857,0.7142857142857143,0.88,0.76
1,1,3,4,4,0.71,0.47138554216867473,0.7142857142857143,0.47619047619047616,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.40865384615384615,0.6111111111111112,0.7857142857142857,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.76,0.76
1,1,4,1,1,0.76,0.580970942593905,0.7857142857142857,0.6190476190476191,,0.8461538461538461,0.0,0.6428571428571429,0.8,0.375,0.0,0.8888888888888888,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,0.0,1.0,0.9285714285714286,0.7142857142857143,0.96,0.76
1,1,4,1,2,0.815,0.7065910701630049,0.8492063492063492,0.7142857142857143,,0.8461538461538461,0.0,0.7142857142857143,0.8,0.33333333333333337,0.0,0.9365079365079365,0.8809523809523809,0.9047619047619048,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,0.0,1.0,1.0,0.7142857142857143,0.88,0.76
1,1,4,1,3,0.745,0.492735648476258,0.753968253968254,0.6190476190476191,,0.9230769230769231,0.0,0.7142857142857143,0.76,0.25,0.5,0.8571428571428571,0.8809523809523809,0.7142857142857143,0.6190476190476191,,,1.0,0.9230769230769231,0.0,1.0,0.7142857142857143,0.7142857142857143,0.76,0.76
1,1,4,1,4,0.71,0.48777462792345855,0.7380952380952381,0.5714285714285714,,0.8461538461538461,1.0,0.5714285714285714,0.68,0.3999999999999999,0.6964285714285714,0.8095238095238095,0.8809523809523809,0.6666666666666666,0.6190476190476191,,,0.7692307692307693,0.9230769230769231,1.0,1.0,0.5714285714285714,0.7142857142857143,0.68,0.76
1,1,4,2,1,0.75,0.6201275690999292,0.7619047619047619,0.6666666666666666,,0.9230769230769231,0.0,0.6428571428571429,0.76,0.3125,0.4,0.8650793650793651,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,1.0,0.9230769230769231,0.0,1.0,0.7857142857142857,0.7142857142857143,0.92,0.76
1,1,4,2,2,0.81,0.7111977321048901,0.8333333333333334,0.7619047619047619,,0.8461538461538461,1.0,0.7142857142857143,0.76,0.6973684210526316,0.19999999999999996,0.8888888888888888,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,0.84,0.76
1,1,4,2,3,0.72,0.5205527994330262,0.7301587301587301,0.5714285714285714,,0.9230769230769231,0.0,0.7142857142857143,0.72,0.25,0.5,0.8174603174603174,0.8809523809523809,0.6666666666666666,0.6190476190476191,,,1.0,0.9230769230769231,0.0,1.0,0.7142857142857143,0.7142857142857143,0.8,0.76
1,1,4,2,4,0.69,0.4948618001417434,0.7063492063492064,0.5714285714285714,,0.8461538461538461,1.0,0.5714285714285714,0.68,0.3999999999999999,0.6785714285714286,0.7777777777777778,0.8809523809523809,0.6666666666666666,0.6190476190476191,,,0.7692307692307693,0.9230769230769231,1.0,1.0,0.5714285714285714,0.7142857142857143,0.68,0.76
1,1,4,3,1,0.765,0.536144578313253,0.7936507936507936,0.6190476190476191,,0.8461538461538461,0.0,0.6428571428571429,0.8,0.375,0.0,0.8968253968253969,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,0.0,1.0,0.9285714285714286,0.7142857142857143,0.96,0.76
1,1,4,3,2,0.795,0.6477675407512402,0.8253968253968254,0.6666666666666666,,0.8461538461538461,0.0,0.7142857142857143,0.8,0.33333333333333337,0.33333333333333337,0.9126984126984127,0.8809523809523809,0.8571428571428571,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,0.0,1.0,1.0,0.7142857142857143,0.88,0.76
1,1,4,3,3,0.735,0.4856484762579731,0.7301587301587301,0.6190476190476191,,0.9230769230769231,0.0,0.7142857142857143,0.8,0.25,0.4,0.8333333333333334,0.8809523809523809,0.7142857142857143,0.6190476190476191,,,1.0,0.9230769230769231,0.0,1.0,0.8571428571428571,0.7142857142857143,0.8,0.76
1,1,4,3,4,0.72,0.48458540042523035,0.7301587301587301,0.6190476190476191,,0.8461538461538461,1.0,0.6428571428571429,0.72,0.44999999999999996,0.62,0.8015873015873016,0.8809523809523809,0.7142857142857143,0.6190476190476191,,,0.7692307692307693,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.72,0.76
1,1,4,4,1,0.735,0.5357902197023388,0.753968253968254,0.5714285714285714,,0.8461538461538461,0.0,0.6428571428571429,0.8,0.375,0.0,0.8253968253968254,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,0.0,1.0,0.9285714285714286,0.7142857142857143,0.96,0.76
1,1,4,4,2,0.73,0.6160524450744153,0.7936507936507936,0.5714285714285714,,0.6923076923076923,0.0,0.5,0.72,0.39639639639639646,0.6,0.8650793650793651,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.7692307692307693,0.9230769230769231,0.0,1.0,0.7857142857142857,0.7142857142857143,0.8,0.76
1,1,4,4,3,0.725,0.488483345145287,0.7142857142857143,0.5714285714285714,,1.0,0.0,0.7142857142857143,0.8,0.06666666666666665,0.0,0.8015873015873016,0.8809523809523809,0.6666666666666666,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,0.0,1.0,0.8571428571428571,0.7142857142857143,0.88,0.76
1,1,4,4,4,0.68,0.47404323175053154,0.6666666666666666,0.5714285714285714,,0.8461538461538461,1.0,0.6428571428571429,0.76,0.4461538461538461,0.5909090909090909,0.7380952380952381,0.8809523809523809,0.6666666666666666,0.6190476190476191,,,0.7692307692307693,0.9230769230769231,1.0,1.0,0.7857142857142857,0.7142857142857143,0.76,0.76
1,2,1,1,1,0.77,0.48245924875974483,0.7936507936507936,0.6190476190476191,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.95,1.0,0.9126984126984127,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.9285714285714286,0.7142857142857143,1.0,0.76
1,2,1,1,2,0.83,0.49131821403260095,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,2,1,1,3,0.745,0.463855421686747,0.753968253968254,0.5714285714285714,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.65,0.5,0.873015873015873,0.8809523809523809,0.8571428571428571,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.84,0.76
1,2,1,1,4,0.72,0.4644755492558469,0.7380952380952381,0.5238095238095238,,0.9230769230769231,1.0,0.5714285714285714,0.76,0.33333333333333326,0.55,0.8412698412698413,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5714285714285714,0.7142857142857143,0.76,0.76
1,2,1,2,1,0.765,0.4923812898653438,0.7857142857142857,0.6190476190476191,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.9459459459459459,1.0,0.9047619047619048,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.9285714285714286,0.7142857142857143,1.0,0.76
1,2,1,2,2,0.83,0.5119596031183558,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,2,1,2,3,0.75,0.47324592487597444,0.7698412698412699,0.5238095238095238,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.65,0.5,0.873015873015873,0.8809523809523809,0.9047619047619048,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.92,0.76
1,2,1,2,4,0.71,0.4681077250177179,0.7380952380952381,0.47619047619047616,,0.9230769230769231,1.0,0.5714285714285714,0.72,0.33333333333333326,0.55,0.8412698412698413,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.5714285714285714,0.7142857142857143,0.72,0.76
1,2,1,3,1,0.8,0.48742026931254434,0.8333333333333334,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.825,0.5,0.9523809523809523,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.76
1,2,1,3,2,0.83,0.47696669029057404,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,2,1,3,3,0.745,0.47537207654145996,0.7619047619047619,0.5714285714285714,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.7333333333333334,0.5,0.8809523809523809,0.8809523809523809,0.8571428571428571,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.7857142857142857,0.7142857142857143,0.84,0.76
1,2,1,3,4,0.72,0.4665131112686038,0.7380952380952381,0.47619047619047616,,0.9230769230769231,1.0,0.6428571428571429,0.76,0.37948717948717947,0.55,0.8412698412698413,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.6428571428571429,0.7142857142857143,0.76,0.76
1,2,1,4,1,0.78,0.5047838412473423,0.8015873015873016,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.825,0.5,0.9206349206349206,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.76
1,2,1,4,2,0.825,0.46775336640680365,0.873015873015873,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.9198198198198199,,0.9603174603174603,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
1,2,1,4,3,0.73,0.4824592487597449,0.7380952380952381,0.5238095238095238,,1.0,1.0,0.6428571428571429,0.76,0.3846153846153846,0.0,0.8571428571428571,0.8809523809523809,0.8095238095238095,0.6190476190476191,,,0.9230769230769231,0.9230769230769231,1.0,1.0,0.7857142857142857,0.7142857142857143,0.84,0.76
1,2,1,4,4,0.685,0.46571580439404675,0.6825396825396826,0.47619047619047616,,0.9230769230769231,1.0,0.7142857142857143,0.72,0.37948717948717947,0.537037037037037,0.7857142857142857,0.8809523809523809,0.7619047619047619,0.6190476190476191,,,0.8461538461538461,0.9230769230769231,1.0,1.0,0.7142857142857143,0.7142857142857143,0.72,0.76
1,2,2,1,1,0.775,0.46066619418851873,0.7936507936507936,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,0.825,0.5,0.9126984126984127,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.76
1,2,2,1,2,0.83,0.4209780297661233,0.8809523809523809,0.6190476190476191,,0.9230769230769231,1.0,0.7142857142857143,0.76,1.0,,1.0,0.8809523809523809,1.0,0.6190476190476191,,,1.0,0.9230769230769231,1.0,1.0,1.0,0.7142857142857143,1.0,0.76
